date,title,url
2012-12-25,"In most cases, victim's family migrates due to lack of protection",http://timesofindia.indiatimes.com//city/jaipur/In-most-cases-victims-family-migrates-due-to-lack-of-protection/articleshow/17749776.cms
2012-07-04,"Contaminated water, lack of hygiene to blame for the spurt in gastroenteritis cases",http://timesofindia.indiatimes.com//city/chandigarh/Contaminated-water-lack-of-hygiene-to-blame-for-the-spurt-in-gastroenteritis-cases/articleshow/14663553.cms
2012-07-04,"Bokaro parks lose glory for lack of proper upkeep",http://timesofindia.indiatimes.com//city/ranchi/Bokaro-parks-lose-glory-for-lack-of-proper-upkeep/articleshow/14664259.cms
2012-06-06,"Congress leaders slam lack of management in UPA-II",http://timesofindia.indiatimes.com//india/Congress-leaders-slam-lack-of-management-in-UPA-II/articleshow/13859411.cms
2012-06-22,"Athletes rue lack of food standards at Olympic camp",http://timesofindia.indiatimes.com//news/Athletes-rue-lack-of-food-standards-at-Olympic-camp/articleshow/14337553.cms
2012-04-07,"Travel to airport difficult due to lack of public transport",http://timesofindia.indiatimes.com//city/noida/Travel-to-airport-difficult-due-to-lack-of-public-transport/articleshow/12563713.cms
2012-10-15,"SC acquits 17 life convicts from state citing lack of evidence",http://timesofindia.indiatimes.com//city/chennai/SC-acquits-17-life-convicts-from-state-citing-lack-of-evidence/articleshow/16817385.cms
2012-07-18,"Shiv Sena protests lack of help for Pimpri-Chinchwad Municipal Corporation schoolchildren",http://timesofindia.indiatimes.com//city/pune/Shiv-Sena-protests-lack-of-help-for-Pimpri-Chinchwad-Municipal-Corporation-schoolchildren/articleshow/15025279.cms
2012-11-30,"JNNURM poorly implemented, affected with lack of unaccountability, unfinished projects: CAG report",http://timesofindia.indiatimes.com//business/india-business/JNNURM-poorly-implemented-affected-with-lack-of-unaccountability-unfinished-projects-CAG-report/articleshow/17425561.cms
2012-12-17,"CM makes announcements for police; lack of facilities at commissionerate and at other levels unnoticed",http://timesofindia.indiatimes.com//city/jaipur/CM-makes-announcements-for-police-lack-of-facilities-at-commissionerate-and-at-other-levels-unnoticed/articleshow/17643012.cms
2013-03-30,"‘There is lack of good space at right price’",http://timesofindia.indiatimes.com//business/india-business/There-is-lack-of-good-space-at-right-price/articleshow/19286478.cms
2013-03-03,"JDS leader criticizes Siddaramaiah for lack of gratitude towards people, parties",http://timesofindia.indiatimes.com//city/mysuru/JDS-leader-criticizes-Siddaramaiah-for-lack-of-gratitude-towards-people-parties/articleshow/18776134.cms
2013-08-23,"PIL against lack of women's toilets, HC seeks govt reply",http://timesofindia.indiatimes.com//city/guwahati/PIL-against-lack-of-womens-toilets-HC-seeks-govt-reply/articleshow/21988671.cms
2013-08-02,"Probe report: Machinery idle for lack of staff",http://timesofindia.indiatimes.com//city/nashik/Probe-report-Machinery-idle-for-lack-of-staff/articleshow/21539177.cms
2013-01-13,"Municipal Corporation of Gurgaon cites lack of manpower as reason for continued menace of stray cows",http://timesofindia.indiatimes.com//city/gurgaon/Municipal-Corporation-of-Gurgaon-cites-lack-of-manpower-as-reason-for-continued-menace-of-stray-cows/articleshow/18002374.cms
2013-11-06,"Janakpuri constituency moved on to luxuries but new areas lack basics",http://timesofindia.indiatimes.com//assembly-elections-2013/delhi-assembly-elections/Janakpuri-constituency-moved-on-to-luxuries-but-new-areas-lack-basics/articleshow/25291630.cms
2013-11-06,"Janakpuri constituency moved on to luxuries but new areas lack basics",http://timesofindia.indiatimes.com//city/delhi/Janakpuri-constituency-moved-on-to-luxuries-but-new-areas-lack-basics/articleshow/25291692.cms
2013-10-10,"Sector 5's CGHS health centre lack facilities",http://timesofindia.indiatimes.com//city/gurgaon/Sector-5s-CGHS-health-centre-lack-facilities/articleshow/23843463.cms
2013-09-24,"Are you Everton in disguise? Moyes's United lack intensity",http://timesofindia.indiatimes.com//sports/football/epl/top-stories/Are-you-Everton-in-disguise-Moyess-United-lack-intensity/articleshow/22960448.cms
2013-01-12,"Villagers in Alwar lock SDM in school over lack of water, electricty",http://timesofindia.indiatimes.com//city/jaipur/Villagers-in-Alwar-lock-SDM-in-school-over-lack-of-water-electricty/articleshow/17990047.cms
2013-01-12,"Hospitals lack staff to take care of single or abandoned patients",http://timesofindia.indiatimes.com//city/madurai/Hospitals-lack-staff-to-take-care-of-single-or-abandoned-patients/articleshow/17990257.cms
2013-11-29,"Ranchi railway overbridges lack maintenance",http://timesofindia.indiatimes.com//city/ranchi/Ranchi-railway-overbridges-lack-maintenance/articleshow/26541620.cms
2013-11-24,"Starred hotel elevators lack proper surveillance",http://timesofindia.indiatimes.com//city/goa/Starred-hotel-elevators-lack-proper-surveillance/articleshow/26284696.cms
2013-11-24,"Auto-rickshaw stands lack boards, union meets mayor",http://timesofindia.indiatimes.com//city/varanasi/Auto-rickshaw-stands-lack-boards-union-meets-mayor/articleshow/26288808.cms
2013-05-24,"Chepauk stands sealed for lack of building approval",http://timesofindia.indiatimes.com//city/chennai/Chepauk-stands-sealed-for-lack-of-building-approval/articleshow/20238036.cms
2013-06-17,"Many in Visakhapatnam still lack access to toilets",http://timesofindia.indiatimes.com//city/visakhapatnam/Many-in-Visakhapatnam-still-lack-access-to-toilets/articleshow/20623854.cms
2013-06-14,"Bandra victim's family laments lack of trust",http://timesofindia.indiatimes.com//city/mumbai/Bandra-victims-family-laments-lack-of-trust/articleshow/20581022.cms
2013-06-14,"Survey finds lack of awareness on fire safety",http://timesofindia.indiatimes.com//india/Survey-finds-lack-of-awareness-on-fire-safety/articleshow/20588253.cms
2013-02-20,"Students of Coimbatore college protest lack of approvals for coursework from AICTE",http://timesofindia.indiatimes.com//home/education/news/Students-of-Coimbatore-college-protest-lack-of-approvals-for-coursework-from-AICTE/articleshow/18584812.cms
2013-02-16,"'Farmers suffering for lack of paddy centres'",http://timesofindia.indiatimes.com//city/ranchi/Farmers-suffering-for-lack-of-paddy-centres/articleshow/18523637.cms
2013-03-07,"Private girls' hostels not quite safe, lack facilities",http://timesofindia.indiatimes.com//city/patna/Private-girls-hostels-not-quite-safe-lack-facilities/articleshow/18842526.cms
2013-08-19,"President's remarks show lack of trust in polity",http://timesofindia.indiatimes.com//india/Presidents-remarks-show-lack-of-trust-in-polity/articleshow/21906661.cms
2013-07-01,"At least 25% of school buses in Kochi lack proper safety measures",http://timesofindia.indiatimes.com//city/kochi/At-least-25-of-school-buses-in-Kochi-lack-proper-safety-measures/articleshow/20852030.cms
2013-12-29,"Andhra train fire: Trains lack fire warning system",http://timesofindia.indiatimes.com//city/hyderabad/Andhra-train-fire-Trains-lack-fire-warning-system/articleshow/28079025.cms
2013-01-05,"BJP blames lack of funds for bad roads",http://timesofindia.indiatimes.com//city/bhopal/BJP-blames-lack-of-funds-for-bad-roads/articleshow/17899380.cms
2013-08-30,"SSPG suffers lack of voluntary blood donations",http://timesofindia.indiatimes.com//city/varanasi/SSPG-suffers-lack-of-voluntary-blood-donations/articleshow/22148918.cms
2013-06-06,"Gangster in court shootout case acquitted for lack of evidence",http://timesofindia.indiatimes.com//city/gurgaon/Gangster-in-court-shootout-case-acquitted-for-lack-of-evidence/articleshow/20452164.cms
2013-09-19,"Hospitality, tourism sectors rue lack of promotion of Dasara",http://timesofindia.indiatimes.com//city/mysuru/Hospitality-tourism-sectors-rue-lack-of-promotion-of-Dasara/articleshow/22732937.cms
2013-10-31,"​Gold shortage: Dhanteras may lack lustre this year",http://timesofindia.indiatimes.com//city/ludhiana/Gold-shortage-Dhanteras-may-lack-lustre-this-year/articleshow/24955921.cms
2013-10-03,"India's lack of infrastructure, transport deter Thai tourists, says envoy",http://timesofindia.indiatimes.com//city/mysuru/Indias-lack-of-infrastructure-transport-deter-Thai-tourists-says-envoy/articleshow/23451604.cms
2013-02-10,"Parliament attack exposed lack of security readiness",http://timesofindia.indiatimes.com//india/Parliament-attack-exposed-lack-of-security-readiness/articleshow/18423264.cms
2013-07-13,"NGO slams lack of planning in Noida",http://timesofindia.indiatimes.com//city/delhi/NGO-slams-lack-of-planning-in-Noida/articleshow/21046591.cms
2013-03-13,"Houseboats lack medical facilities",http://timesofindia.indiatimes.com//city/kochi/Houseboats-lack-medical-facilities/articleshow/18937548.cms
2013-09-10,"Arunachal flood victims rue lack of relief material",http://timesofindia.indiatimes.com//city/guwahati/Arunachal-flood-victims-rue-lack-of-relief-material/articleshow/22445802.cms
2013-04-25,"Differently-abled suffer from lack of toilet facilities",http://timesofindia.indiatimes.com//city/madurai/Differently-abled-suffer-from-lack-of-toilet-facilities/articleshow/19718408.cms
2013-07-20,"Recovery of excess pay to Trimbakeshwar teachers fizzles out due to lack of records",http://timesofindia.indiatimes.com//city/nashik/Recovery-of-excess-pay-to-Trimbakeshwar-teachers-fizzles-out-due-to-lack-of-records/articleshow/21176621.cms
2013-01-28,"Most govt hospitals lack lab facilities at night",http://timesofindia.indiatimes.com//city/jaipur/Most-govt-hospitals-lack-lab-facilities-at-night/articleshow/18214199.cms
2013-01-28,"Youth lack direction, opportunities: Gen V K Singh",http://timesofindia.indiatimes.com//city/patna/Youth-lack-direction-opportunities-Gen-V-K-Singh/articleshow/18214972.cms
2013-06-09,"18 schools in Coimbatore lose recognition for lack of minimum land",http://timesofindia.indiatimes.com//city/coimbatore/18-schools-in-Coimbatore-lose-recognition-for-lack-of-minimum-land/articleshow/20499189.cms
2013-06-09,"Less eye donations due to myths, misconceptions and lack of awareness",http://timesofindia.indiatimes.com//city/nagpur/Less-eye-donations-due-to-myths-misconceptions-and-lack-of-awareness/articleshow/20506140.cms
2013-06-15,"Home ministry draws CIC’s flak for lack of records on President mercy plea since '70",http://timesofindia.indiatimes.com//india/Home-ministry-draws-CICs-flak-for-lack-of-records-on-President-mercy-plea-since-70/articleshow/20598374.cms
2013-09-16,"East Bengal rue lack of match practice",http://timesofindia.indiatimes.com//sports/football/top-stories/East-Bengal-rue-lack-of-match-practice/articleshow/22631435.cms
2013-03-31,"Many schools in Maharashtra still lack basic facilities",http://timesofindia.indiatimes.com//city/pune/Many-schools-in-Maharashtra-still-lack-basic-facilities/articleshow/19301325.cms
2013-06-27,"3 years after RTE, schools still lack basic facilities",http://timesofindia.indiatimes.com//city/chennai/3-years-after-RTE-schools-still-lack-basic-facilities/articleshow/20788174.cms
2013-01-25,"Institute of Science takes to webinar to counter lack of teachers",http://timesofindia.indiatimes.com//city/nagpur/Institute-of-Science-takes-to-webinar-to-counter-lack-of-teachers/articleshow/18176557.cms
2013-04-23,"Intel failure, lack of coordination led to stir at Shinde’s residence, Mitra attack",http://timesofindia.indiatimes.com//india/Intel-failure-lack-of-coordination-led-to-stir-at-Shindes-residence-Mitra-attack/articleshow/19687547.cms
2013-06-28,"We lack mandate to act against breach of privacy by internet providers: SC",http://timesofindia.indiatimes.com//tech/tech-news/We-lack-mandate-to-act-against-breach-of-privacy-by-internet-providers-SC/articleshow/20807571.cms
2013-09-09,"Waterlogging, lack of civic amenities lead to spread of vector-borne diseases",http://timesofindia.indiatimes.com//city/varanasi/Waterlogging-lack-of-civic-amenities-lead-to-spread-of-vector-borne-diseases/articleshow/22428524.cms
2013-09-12,"20 CPM men walk free for lack of evidence in Chandrasekharan murder case",http://timesofindia.indiatimes.com//city/kochi/20-CPM-men-walk-free-for-lack-of-evidence-in-Chandrasekharan-murder-case/articleshow/22502948.cms
2013-12-30,"Second round of farmer suicide survey held up due to lack of funds",http://timesofindia.indiatimes.com//city/chandigarh/Second-round-of-farmer-suicide-survey-held-up-due-to-lack-of-funds/articleshow/28117691.cms
2013-12-30,"Modi blames Cong for lack of development",http://timesofindia.indiatimes.com//city/ranchi/Modi-blames-Cong-for-lack-of-development/articleshow/28137206.cms
2013-10-06,"Scientist rues lack of supercomputers in North East",http://timesofindia.indiatimes.com//city/guwahati/Scientist-rues-lack-of-supercomputers-in-North-East/articleshow/23599659.cms
2013-02-28,"Mohali, Morinda stations lack basic amenities",http://timesofindia.indiatimes.com//city/chandigarh/Mohali-Morinda-stations-lack-basic-amenities/articleshow/18721476.cms
2013-02-27,"Most beaches in state lack basic amenities: Experts",http://timesofindia.indiatimes.com//city/bhubaneswar/Most-beaches-in-state-lack-basic-amenities-Experts/articleshow/18703280.cms
2013-06-02,"Cashew nut industry face lack of raw material",http://timesofindia.indiatimes.com//city/mangaluru/Cashew-nut-industry-face-lack-of-raw-material/articleshow/20390284.cms
2013-03-21,"Partha blames lack of coordination for data mismatch",http://timesofindia.indiatimes.com//city/kolkata/Partha-blames-lack-of-coordination-for-data-mismatch/articleshow/19099653.cms
2013-03-21,"CAG report cites lack of planning in development projects in district",http://timesofindia.indiatimes.com//city/thiruvananthapuram/CAG-report-cites-lack-of-planning-in-development-projects-in-district/articleshow/19100791.cms
2013-03-21,"Budget disappoints yet again with lack of proper energy policy",http://timesofindia.indiatimes.com//city/aurangabad/Budget-disappoints-yet-again-with-lack-of-proper-energy-policy/articleshow/19100946.cms
2013-03-18,"Govt officials lack knowledge about schemes: Test",http://timesofindia.indiatimes.com//city/jaipur/Govt-officials-lack-knowledge-about-schemes-Test/articleshow/19026107.cms
2013-06-07,"Meiyappan, Vindu got bail due to lack of evidence",http://timesofindia.indiatimes.com//fixing-hits-ipl/news/Meiyappan-Vindu-got-bail-due-to-lack-of-evidence/articleshow/20467898.cms
2013-08-08,"'Deaths not due to lack of feed'",http://timesofindia.indiatimes.com//city/goa/Deaths-not-due-to-lack-of-feed/articleshow/21694851.cms
2013-07-09,"RSS condemns Bodh Gaya attack, blames UPA for lack of will to combat terror",http://timesofindia.indiatimes.com//india/RSS-condemns-Bodh-Gaya-attack-blames-UPA-for-lack-of-will-to-combat-terror/articleshow/20981011.cms
2013-11-11,"Many buses lack emergency exit",http://timesofindia.indiatimes.com//city/bengaluru/Many-buses-lack-emergency-exit/articleshow/25574700.cms
2013-11-12,"Kolhapur anti-toll committee rues lack of support from 4-wheeler owners",http://timesofindia.indiatimes.com//city/kolhapur/Kolhapur-anti-toll-committee-rues-lack-of-support-from-4-wheeler-owners/articleshow/25607790.cms
2013-09-13,"Allahabad University students protest against lack of amenities",http://timesofindia.indiatimes.com//city/allahabad/Allahabad-University-students-protest-against-lack-of-amenities/articleshow/22530188.cms
2013-05-26,"Congress in Karnataka lack numbers in upper house to push bills",http://timesofindia.indiatimes.com//city/bengaluru/Congress-in-Karnataka-lack-numbers-in-upper-house-to-push-bills/articleshow/20276894.cms
2013-01-24,"Will the lack of playgrounds lead to fewer sportspersons in the state?",http://timesofindia.indiatimes.com//city/goa/Will-the-lack-of-playgrounds-lead-to-fewer-sportspersons-in-the-state/articleshow/18157959.cms
2013-06-26,"Now, lack of oxygen creating problem for victims",http://timesofindia.indiatimes.com//city/jaipur/Now-lack-of-oxygen-creating-problem-for-victims/articleshow/20768534.cms
2013-12-03,"Central University of Bihar students boycott classes against lack of amenities",http://timesofindia.indiatimes.com//city/patna/Central-University-of-Bihar-students-boycott-classes-against-lack-of-amenities/articleshow/26756464.cms
2013-12-01,"People in Tawang rue lack of development",http://timesofindia.indiatimes.com//city/guwahati/People-in-Tawang-rue-lack-of-development/articleshow/26686613.cms
2013-09-20,"'Hospitals lack facilities to treat thalassemic'",http://timesofindia.indiatimes.com//city/nagpur/Hospitals-lack-facilities-to-treat-thalassemic/articleshow/22775451.cms
2013-11-02,"'Most private buses lack fire-fighting equipment'",http://timesofindia.indiatimes.com//city/hyderabad/Most-private-buses-lack-fire-fighting-equipment/articleshow/25078828.cms
2013-05-22,"Suspensions of ASP, DySP revoked for lack of evidence",http://timesofindia.indiatimes.com//city/lucknow/Suspensions-of-ASP-DySP-revoked-for-lack-of-evidence/articleshow/20188042.cms
2013-12-12,"RTO officials check driving skills on Coimbatore roads for lack of testing tracks",http://timesofindia.indiatimes.com//city/coimbatore/RTO-officials-check-driving-skills-on-Coimbatore-roads-for-lack-of-testing-tracks/articleshow/27233643.cms
2013-08-20,"Parents decry lack of awareness about dyslexia",http://timesofindia.indiatimes.com//city/hyderabad/Parents-decry-lack-of-awareness-about-dyslexia/articleshow/21926961.cms
2013-08-20,"Bali Mandir rituals cancelled due to lack of space",http://timesofindia.indiatimes.com//city/nashik/Bali-Mandir-rituals-cancelled-due-to-lack-of-space/articleshow/21927737.cms
2013-06-03,"Internal roads lack sewage lines, speed breakers",http://timesofindia.indiatimes.com//city/gurgaon/Internal-roads-lack-sewage-lines-speed-breakers/articleshow/20403362.cms
2013-03-05,"'Drug addicts turn to crime for lack of rehab'",http://timesofindia.indiatimes.com//city/goa/Drug-addicts-turn-to-crime-for-lack-of-rehab/articleshow/18804727.cms
2013-09-30,"Idol-makers rue lack of profit",http://timesofindia.indiatimes.com//city/patna/Idol-makers-rue-lack-of-profit/articleshow/23276620.cms
2013-03-12,"PIL alleges lack of facilities in Pune E-way",http://timesofindia.indiatimes.com//city/mumbai/PIL-alleges-lack-of-facilities-in-Pune-E-way/articleshow/18920161.cms
2013-07-16,"Now, trains won't depart late for lack of rakes",http://timesofindia.indiatimes.com//city/patna/Now-trains-wont-depart-late-for-lack-of-rakes/articleshow/21093948.cms
2013-07-16,"Criminals have free run on Noida e-way due to lack of cops",http://timesofindia.indiatimes.com//city/noida/Criminals-have-free-run-on-Noida-e-way-due-to-lack-of-cops/articleshow/21095030.cms
2013-08-16,"Over 67% of rural homes still lack toilet: Govt",http://timesofindia.indiatimes.com//india/Over-67-of-rural-homes-still-lack-toilet-Govt/articleshow/21852916.cms
2013-02-19,"Anna University hostel students protest lack of facilities",http://timesofindia.indiatimes.com//city/madurai/Anna-University-hostel-students-protest-lack-of-facilities/articleshow/18566809.cms
2013-03-10,"Few cracking IAS from northeast for lack of proper coaching",http://timesofindia.indiatimes.com//city/guwahati/Few-cracking-IAS-from-northeast-for-lack-of-proper-coaching/articleshow/18886721.cms
2013-04-18,"Next-gen golfers in cities lack discipline: Bhullar",http://timesofindia.indiatimes.com//sports/golf/interviews/Next-gen-golfers-in-cities-lack-discipline-Bhullar/articleshow/19605465.cms
2013-08-04,"Govt agencies lack teeth to take on sand mafia in UP",http://timesofindia.indiatimes.com//city/noida/Govt-agencies-lack-teeth-to-take-on-sand-mafia-in-UP/articleshow/21589192.cms
2013-06-01,"Over 50% of schools lack fire safety",http://timesofindia.indiatimes.com//city/hyderabad/Over-50-of-schools-lack-fire-safety/articleshow/20375324.cms
2013-09-17,"Jorhat Engineering College students protest against lack of amenities",http://timesofindia.indiatimes.com//city/guwahati/Jorhat-Engineering-College-students-protest-against-lack-of-amenities/articleshow/22640177.cms
2013-05-15,"Missing boy’s body cremated due to lack of coordination",http://timesofindia.indiatimes.com//city/noida/Missing-boys-body-cremated-due-to-lack-of-coordination/articleshow/20058233.cms
2013-02-04,"Forest officers resent lack of promotion",http://timesofindia.indiatimes.com//city/bhubaneswar/Forest-officers-resent-lack-of-promotion/articleshow/18326987.cms
2013-02-04,"Rape victims' kin allege threats, lack of protection",http://timesofindia.indiatimes.com//city/jaipur/Rape-victims-kin-allege-threats-lack-of-protection/articleshow/18327179.cms
2013-07-19,"Life remains at risk for lovebirds due to lack of shelter",http://timesofindia.indiatimes.com//city/noida/Life-remains-at-risk-for-lovebirds-due-to-lack-of-shelter/articleshow/21154026.cms
2013-05-28,"Anti-Posco forces admit lack of unity",http://timesofindia.indiatimes.com//city/bhubaneswar/Anti-Posco-forces-admit-lack-of-unity/articleshow/20299852.cms
2013-05-28,"Prosecution's cases take a hit due to lack of staff",http://timesofindia.indiatimes.com//city/kanpur/Prosecutions-cases-take-a-hit-due-to-lack-of-staff/articleshow/20303421.cms
2013-05-28,"Students in a fix as colleges lack cut-off system",http://timesofindia.indiatimes.com//city/chennai/Students-in-a-fix-as-colleges-lack-cut-off-system/articleshow/20303468.cms
2013-07-05,"Scientists deplore lack of emphasis on child nutrition",http://timesofindia.indiatimes.com//city/hyderabad/Scientists-deplore-lack-of-emphasis-on-child-nutrition/articleshow/20919769.cms
2013-11-16,"2 accidents highlight lack of facilities to curb mishaps",http://timesofindia.indiatimes.com//city/navi-mumbai/2-accidents-highlight-lack-of-facilities-to-curb-mishaps/articleshow/25848194.cms
2013-09-06,"India's poor selection, lack of fitness show up at SAFF",http://timesofindia.indiatimes.com//sports/football/top-stories/Indias-poor-selection-lack-of-fitness-show-up-at-SAFF/articleshow/22352062.cms
2013-05-02,"Ambelim cut off for lack of bridge",http://timesofindia.indiatimes.com//city/goa/Ambelim-cut-off-for-lack-of-bridge/articleshow/19826174.cms
2013-07-22,"Police stations lack basic infrastructure",http://timesofindia.indiatimes.com//city/gurgaon/Police-stations-lack-basic-infrastructure/articleshow/21228084.cms
2013-09-03,"Sarcastic posters highlight lack of infrastructure in Lokmanya Enineering College",http://timesofindia.indiatimes.com//city/navi-mumbai/Sarcastic-posters-highlight-lack-of-infrastructure-in-Lokmanya-Enineering-College/articleshow/22243652.cms
2013-02-18,"Beaten Pakistan slammed for lack of aggression",http://timesofindia.indiatimes.com//articleshow/18558136.cms
2013-05-16,"Eye cancer treatment hit by lack of awareness",http://timesofindia.indiatimes.com//city/hyderabad/Eye-cancer-treatment-hit-by-lack-of-awareness/articleshow/20078776.cms
2013-12-11,"CBI closes Barak scandal case for lack of evidence",http://timesofindia.indiatimes.com//india/CBI-closes-Barak-scandal-case-for-lack-of-evidence/articleshow/27199226.cms
2013-06-19,"Govt hospitals lack platelet transfusion facilities",http://timesofindia.indiatimes.com//city/bengaluru/Govt-hospitals-lack-platelet-transfusion-facilities/articleshow/20657813.cms
2013-03-06,"Students stare at uncertainty after lack of clarity on practical exam schedule",http://timesofindia.indiatimes.com//city/mumbai/Students-stare-at-uncertainty-after-lack-of-clarity-on-practical-exam-schedule/articleshow/18822546.cms
2013-03-06,"Corporation canteens serve it up, but lack licence",http://timesofindia.indiatimes.com//city/chennai/Corporation-canteens-serve-it-up-but-lack-licence/articleshow/18823148.cms
2013-03-06,"Youth hit by car, dies, row over lack of timely treatment",http://timesofindia.indiatimes.com//city/jaipur/Youth-hit-by-car-dies-row-over-lack-of-timely-treatment/articleshow/18824350.cms
2013-12-09,"Hospitals lack adequate measures for patients' safety",http://timesofindia.indiatimes.com//city/varanasi/Hospitals-lack-adequate-measures-for-patients-safety/articleshow/27099372.cms
2013-12-09,"Author bewails lack of elderly guidance in nuclear families",http://timesofindia.indiatimes.com//city/trichy/Author-bewails-lack-of-elderly-guidance-in-nuclear-families/articleshow/27099579.cms
2013-02-03,"Jaipur Development Authority's lack of planning causing loss of crores to the exchequer",http://timesofindia.indiatimes.com//city/jaipur/Jaipur-Development-Authoritys-lack-of-planning-causing-loss-of-crores-to-the-exchequer/articleshow/18312114.cms
2013-05-13,"School to be shifted to Satpur for lack of pupils",http://timesofindia.indiatimes.com//city/nashik/School-to-be-shifted-to-Satpur-for-lack-of-pupils/articleshow/20022442.cms
2013-04-19,"Madhya Pradesh Human Rights Commission notice to govt over lack of civic amenities",http://timesofindia.indiatimes.com//city/bhopal/Madhya-Pradesh-Human-Rights-Commission-notice-to-govt-over-lack-of-civic-amenities/articleshow/19625581.cms
2013-06-25,"Colleges lack online registration",http://timesofindia.indiatimes.com//city/ludhiana/Colleges-lack-online-registration/articleshow/20757939.cms
2013-10-24,"VCA puts off online ticket sales for lack of govt nod",http://timesofindia.indiatimes.com//city/nagpur/VCA-puts-off-online-ticket-sales-for-lack-of-govt-nod/articleshow/24620302.cms
2013-11-17,"Medical Association rues lack of sops in private medical sector",http://timesofindia.indiatimes.com//city/nagpur/Medical-Association-rues-lack-of-sops-in-private-medical-sector/articleshow/25910169.cms
2013-04-07,"Over 200 hospitals lack valid documents",http://timesofindia.indiatimes.com//city/nagpur/Over-200-hospitals-lack-valid-documents/articleshow/19421515.cms
2013-04-03,"Govt primary schools lack basic facilities",http://timesofindia.indiatimes.com//city/varanasi/Govt-primary-schools-lack-basic-facilities/articleshow/19357352.cms
2013-06-29,"CAG nails lack of disaster alert system",http://timesofindia.indiatimes.com//india/CAG-nails-lack-of-disaster-alert-system/articleshow/20825700.cms
2013-06-29,"Manipur godowns lack sufficient capacity: FCI",http://timesofindia.indiatimes.com//city/guwahati/Manipur-godowns-lack-sufficient-capacity-FCI/articleshow/20826228.cms
2013-08-24,"Commexes lack settlement kitty",http://timesofindia.indiatimes.com//business/india-business/Commexes-lack-settlement-kitty/articleshow/22014409.cms
2013-05-07,"Transactions worth Rs 64k cr escape I-T scrutiny for lack of PAN in Tamil Nadu",http://timesofindia.indiatimes.com//business/india-business/Transactions-worth-Rs-64k-cr-escape-I-T-scrutiny-for-lack-of-PAN-in-Tamil-Nadu/articleshow/19924882.cms
2013-12-07,"Ignorance, lack of facilities stymie stem cell therapy",http://timesofindia.indiatimes.com//city/trichy/Ignorance-lack-of-facilities-stymie-stem-cell-therapy/articleshow/26980669.cms
2013-11-03,"International medalists still lack govt support",http://timesofindia.indiatimes.com//sports/more-sports/others/International-medalists-still-lack-govt-support/articleshow/25184418.cms
2013-05-21,"Maharashtra State Road Transport Corporation's plan to buy 550 buses may be shelved for lack of funds",http://timesofindia.indiatimes.com//city/nashik/Maharashtra-State-Road-Transport-Corporations-plan-to-buy-550-buses-may-be-shelved-for-lack-of-funds/articleshow/20160100.cms
2013-12-31,"Antony laments lack of quality in House debates",http://timesofindia.indiatimes.com//city/thiruvananthapuram/Antony-laments-lack-of-quality-in-House-debates/articleshow/28159123.cms
2013-01-01,"Government hospitals suffer from lack of specialists",http://timesofindia.indiatimes.com//city/goa/Government-hospitals-suffer-from-lack-of-specialists/articleshow/17838352.cms
2013-11-08,"50% of buildings cleared for construction lack occupation certificate",http://timesofindia.indiatimes.com//city/mumbai/50-of-buildings-cleared-for-construction-lack-occupation-certificate/articleshow/25397200.cms
2013-11-08,"50% saplings in Surgana die for lack of water",http://timesofindia.indiatimes.com//city/nashik/50-saplings-in-Surgana-die-for-lack-of-water/articleshow/25399594.cms
2013-03-08,"CM to look into Chitale panel's lack of powers to probe irrigation scam",http://timesofindia.indiatimes.com//city/nagpur/CM-to-look-into-Chitale-panels-lack-of-powers-to-probe-irrigation-scam/articleshow/18856219.cms
2013-03-08,"Sadhus complain about lack of space for Kumbh",http://timesofindia.indiatimes.com//city/nashik/Sadhus-complain-about-lack-of-space-for-Kumbh/articleshow/18856489.cms
2013-07-14,"Total lack of fear of law",http://timesofindia.indiatimes.com//times-view/Total-lack-of-fear-of-law/articleshow/21064457.cms
2013-10-22,"Big puja pandals lack facilities for disabled visitors",http://timesofindia.indiatimes.com//city/kolkata/Big-puja-pandals-lack-facilities-for-disabled-visitors/articleshow/24504310.cms
2013-07-11,"'Many private school teachers lack proper qualifications'",http://timesofindia.indiatimes.com//city/hyderabad/Many-private-school-teachers-lack-proper-qualifications/articleshow/21009574.cms
2013-01-11,"Food shortage blamed on lack of skilled manpower",http://timesofindia.indiatimes.com//city/gurgaon/Food-shortage-blamed-on-lack-of-skilled-manpower/articleshow/17976429.cms
2013-06-13,"Govt hospitals lack renal surgery facilities",http://timesofindia.indiatimes.com//city/coimbatore/Govt-hospitals-lack-renal-surgery-facilities/articleshow/20563812.cms
2013-07-30,"Cops lack practice to hit bullseye",http://timesofindia.indiatimes.com//city/patna/Cops-lack-practice-to-hit-bullseye/articleshow/21475795.cms
2013-12-21,"Govt offices lack safety measures",http://timesofindia.indiatimes.com//city/kolhapur/Govt-offices-lack-safety-measures/articleshow/27696977.cms
2013-07-21,"Uddhav flip-flop: No lack of faces for PM post in BJP",http://timesofindia.indiatimes.com//india/Uddhav-flip-flop-No-lack-of-faces-for-PM-post-in-BJP/articleshow/21202394.cms
2013-02-13,"Jairam upset at lack of health facilities in Naxal hotbed",http://timesofindia.indiatimes.com//india/Jairam-upset-at-lack-of-health-facilities-in-Naxal-hotbed/articleshow/18473544.cms
