date,title,url
2014-01-30,"Lack of office hits Red Cross activities in Trichy",http://timesofindia.indiatimes.com//city/trichy/Lack-of-office-hits-Red-Cross-activities-in-Trichy/articleshow/29574396.cms
2014-05-02,"Lack of staff forces porters to attend to rly mishap victims",http://timesofindia.indiatimes.com//city/thane/Lack-of-staff-forces-porters-to-attend-to-rly-mishap-victims/articleshow/34492483.cms
2014-06-27,"Lack of first aid, delay may have killed Kamothe man",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-first-aid-delay-may-have-killed-Kamothe-man/articleshow/37268895.cms
2014-06-27,"Ridership riddle: Lack of interest or flaws within?",http://timesofindia.indiatimes.com//city/gurgaon/Ridership-riddle-Lack-of-interest-or-flaws-within/articleshow/37284125.cms
2014-08-03,"Lack of hydraulic crane causes snarls on highway: Residents",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-hydraulic-crane-causes-snarls-on-highway-Residents/articleshow/39496518.cms
2014-04-26,"Lack of funds halts tanker tracking",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-funds-halts-tanker-tracking/articleshow/34215282.cms
2014-11-26,"Lack of support system pushing youngsters to brink",http://timesofindia.indiatimes.com//city/vadodara/Lack-of-support-system-pushing-youngsters-to-brink/articleshow/45279642.cms
2014-09-14,"Lack of facilities hampers voting",http://timesofindia.indiatimes.com//city/lucknow/Lack-of-facilities-hampers-voting/articleshow/42400604.cms
2014-08-20,"Lack of facilities keep women away from industrial park",http://timesofindia.indiatimes.com//city/madurai/Lack-of-facilities-keep-women-away-from-industrial-park/articleshow/40439238.cms
2014-08-12,"Lack of awareness, common tests ail diagnosing learning disability",http://timesofindia.indiatimes.com//city/chennai/Lack-of-awareness-common-tests-ail-diagnosing-learning-disability/articleshow/40088084.cms
2014-12-17,"‘Lack of online plaints due to official apathy’",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-online-plaints-due-to-official-apathy/articleshow/45540407.cms
2014-09-02,"Lack of fresh water inflow hits habitat",http://timesofindia.indiatimes.com//city/kolkata/Lack-of-fresh-water-inflow-hits-habitat/articleshow/41453550.cms
2014-07-28,"Lack of GVMC funding stalls Hepatitis B eradication project",http://timesofindia.indiatimes.com//city/visakhapatnam/Lack-of-GVMC-funding-stalls-Hepatitis-B-eradication-project/articleshow/39134722.cms
2014-11-23,"Lack of IT space may cost Chennai 70,000 jobs",http://timesofindia.indiatimes.com//city/chennai/Lack-of-IT-space-may-cost-Chennai-70000-jobs/articleshow/45245106.cms
2014-11-24,"Lack of policy hits rooftop solar power sets",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-policy-hits-rooftop-solar-power-sets/articleshow/45252594.cms
2014-04-16,"Lack of incentives forced Punjab school topper to study in Solan: Mann",http://timesofindia.indiatimes.com//city/chandigarh/Lack-of-incentives-forced-Punjab-school-topper-to-study-in-Solan-Mann/articleshow/33792995.cms
2014-05-05,"Lack of development is an issue in Sheohar",http://timesofindia.indiatimes.com//news/Lack-of-development-is-an-issue-in-Sheohar/articleshow/34655664.cms
2014-05-05,"Lack of development is an issue in Sheohar",http://timesofindia.indiatimes.com//city/patna/Lack-of-development-is-an-issue-in-Sheohar/articleshow/34655673.cms
2014-12-19,"Lack of footpaths top issue at road safety meet",http://timesofindia.indiatimes.com//city/mangaluru/Lack-of-footpaths-top-issue-at-road-safety-meet/articleshow/45571643.cms
2014-03-03,"Lack of burns unit at GMC pushes up death rate",http://timesofindia.indiatimes.com//city/goa/Lack-of-burns-unit-at-GMC-pushes-up-death-rate/articleshow/31304363.cms
2014-10-17,"Lack of support from Bengal? BSF to help NIA in raids",http://timesofindia.indiatimes.com//india/Lack-of-support-from-Bengal-BSF-to-help-NIA-in-raids/articleshow/44842853.cms
2014-04-01,"Lack of quality staff hitting student intake: Technical education director",http://timesofindia.indiatimes.com//city/aurangabad/Lack-of-quality-staff-hitting-student-intake-Technical-education-director/articleshow/33045339.cms
2014-07-14,"Lack of organ transplantation facilities at GRH costs poor patients' lives",http://timesofindia.indiatimes.com//city/madurai/Lack-of-organ-transplantation-facilities-at-GRH-costs-poor-patients-lives/articleshow/38337702.cms
2014-02-11,"Lack of will, vision slowing Arunachal's growth: PPA",http://timesofindia.indiatimes.com//city/guwahati/Lack-of-will-vision-slowing-Arunachals-growth-PPA/articleshow/30206891.cms
2014-01-31,"Lack of awareness adds to multiple sclerosis pain",http://timesofindia.indiatimes.com//city/guwahati/Lack-of-awareness-adds-to-multiple-sclerosis-pain/articleshow/29621804.cms
2014-02-05,"Lack of vision leaves blind people at crossroads",http://timesofindia.indiatimes.com//city/ahmedabad/Lack-of-vision-leaves-blind-people-at-crossroads/articleshow/29873452.cms
2014-08-26,"Lack of gear makes firefighters' risky job outright dangerous",http://timesofindia.indiatimes.com//city/delhi/Lack-of-gear-makes-firefighters-risky-job-outright-dangerous/articleshow/40873514.cms
2014-10-07,"Lack of audiologist hits hearing impaired",http://timesofindia.indiatimes.com//city/trichy/Lack-of-audiologist-hits-hearing-impaired/articleshow/44546466.cms
2014-10-07,"Lack of care causing damage to museums: Expert",http://timesofindia.indiatimes.com//city/mysuru/Lack-of-care-causing-damage-to-museums-Expert/articleshow/44587440.cms
2014-10-07,"Lack of care causing damage to museums: Expert",http://timesofindia.indiatimes.com//city/mysuru/Lack-of-care-causing-damage-to-museums-Expert/articleshow/44587854.cms
2014-06-30,"Lack of anatomy training haunts medical graduates",http://timesofindia.indiatimes.com//home/education/news/Lack-of-anatomy-training-haunts-medical-graduates/articleshow/37492621.cms
2014-03-18,"Lack of sufficient transport options on Holi upsets office-goers",http://timesofindia.indiatimes.com//city/thane/Lack-of-sufficient-transport-options-on-Holi-upsets-office-goers/articleshow/32227354.cms
2014-06-23,"Lack of maintenance sends traffic signals on the blink",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-maintenance-sends-traffic-signals-on-the-blink/articleshow/37039598.cms
2014-03-17,"Lack of staff hinder project to tackle monkey menace",http://timesofindia.indiatimes.com//city/trichy/Lack-of-staff-hinder-project-to-tackle-monkey-menace/articleshow/32170841.cms
2014-07-22,"Lack of coordination delays forensic training of police",http://timesofindia.indiatimes.com//city/allahabad/Lack-of-coordination-delays-forensic-training-of-police/articleshow/38842056.cms
2014-03-23,"Lack of proof weakens claim of molestation on woman cop",http://timesofindia.indiatimes.com//city/chandigarh/Lack-of-proof-weakens-claim-of-molestation-on-woman-cop/articleshow/32513564.cms
2014-09-29,"Lack of qualified examiners leaves med students in lurch",http://timesofindia.indiatimes.com//city/kochi/Lack-of-qualified-examiners-leaves-med-students-in-lurch/articleshow/43764613.cms
2014-09-11,"Lack of funds chokes progress of cement nala bandhs",http://timesofindia.indiatimes.com//city/nashik/Lack-of-funds-chokes-progress-of-cement-nala-bandhs/articleshow/42202992.cms
2014-09-11,"Lack of practice court irks Indians",http://timesofindia.indiatimes.com//sports/tennis/top-stories/Lack-of-practice-court-irks-Indians/articleshow/42239452.cms
2014-05-22,"Lack of oxygen makes life in Gomti a thing of the past",http://timesofindia.indiatimes.com//city/lucknow/Lack-of-oxygen-makes-life-in-Gomti-a-thing-of-the-past/articleshow/35452386.cms
2014-02-08,"Modi in Manipur: Lack of governance in Delhi led to Nido Tania's death",http://timesofindia.indiatimes.com//india/Modi-in-Manipur-Lack-of-governance-in-Delhi-led-to-Nido-Tanias-death/articleshow/30045522.cms
2014-02-01,"Lack of vision and poor bench strength pulling India down: Vengsarkar",http://timesofindia.indiatimes.com//series-tournament/india-in-new-zealand-2014/top-stories/Lack-of-vision-and-poor-bench-strength-pulling-India-down-Vengsarkar/articleshow/29679380.cms
2014-05-30,"Lack of guidance irks young organ donors at Government Rajaji Hospital",http://timesofindia.indiatimes.com//city/madurai/Lack-of-guidance-irks-young-organ-donors-at-Government-Rajaji-Hospital/articleshow/35741120.cms
2014-11-15,"Lack of clarity on land pooling angers farmers",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-clarity-on-land-pooling-angers-farmers/articleshow/45154702.cms
2014-07-07,"Lack of vaccine policy boon for private players",http://timesofindia.indiatimes.com//india/Lack-of-vaccine-policy-boon-for-private-players/articleshow/37931064.cms
2014-12-25,"Lack of eco-system stymies IT growth in Mangaluru",http://timesofindia.indiatimes.com//city/mangaluru/Lack-of-eco-system-stymies-IT-growth-in-Mangaluru/articleshow/45637580.cms
2014-12-25,"Lack of eco-system hits IT growth in Mangaluru",http://timesofindia.indiatimes.com//city/mangaluru/Lack-of-eco-system-hits-IT-growth-in-Mangaluru/articleshow/45638968.cms
2014-08-17,"Lack of rain hits sugarcane production in TN, fear of seed shortage increase",http://timesofindia.indiatimes.com//city/coimbatore/Lack-of-rain-hits-sugarcane-production-in-TN-fear-of-seed-shortage-increase/articleshow/40319645.cms
2014-01-29,"'Lack of sanitation a challenge for rural India'",http://timesofindia.indiatimes.com//city/allahabad/Lack-of-sanitation-a-challenge-for-rural-India/articleshow/29523759.cms
2014-04-15,"Lack of land allotment delays common effluent treatment plant project",http://timesofindia.indiatimes.com//city/nashik/Lack-of-land-allotment-delays-common-effluent-treatment-plant-project/articleshow/33755481.cms
2014-02-18,"'Lack of awareness biggest challenge in treating diabetes'",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-awareness-biggest-challenge-in-treating-diabetes/articleshow/30580430.cms
2014-10-31,"Lack of commitment among young dancers: Bijaylaxmi Mohanty",http://timesofindia.indiatimes.com//city/bhubaneswar/Lack-of-commitment-among-young-dancers-Bijaylaxmi-Mohanty/articleshow/44991696.cms
2014-01-14,"Lack of preparation led to failure of AAP's janata durbar: BJP",http://timesofindia.indiatimes.com//city/delhi/Lack-of-preparation-led-to-failure-of-AAPs-janata-durbar-BJP/articleshow/28769971.cms
2014-12-04,"‘Lack of infrastructure driving patients away from civic hospital, health centres’",http://timesofindia.indiatimes.com//city/thane/Lack-of-infrastructure-driving-patients-away-from-civic-hospital-health-centres/articleshow/45364541.cms
2014-12-04,"Lack of qualified trainers puts autism schools under scanner",http://timesofindia.indiatimes.com//city/chennai/Lack-of-qualified-trainers-puts-autism-schools-under-scanner/articleshow/45367922.cms
2014-07-26,"Lack of timely pruning costs Goa tree cover",http://timesofindia.indiatimes.com//city/goa/Lack-of-timely-pruning-costs-Goa-tree-cover/articleshow/39004804.cms
2014-12-21,"Lack of diagnostic facilities delay H1N1 detection: Doctors",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-diagnostic-facilities-delay-H1N1-detection-Doctors/articleshow/45589979.cms
2014-12-21,"India vs Australia 2nd Test: Lack of vegetarian food riles Team India",http://timesofindia.indiatimes.com//top-stories/India-vs-Australia-2nd-Test-Lack-of-vegetarian-food-riles-Team-India/articleshow/45591341.cms
2014-10-23,"Lack of political will delays BRTS",http://timesofindia.indiatimes.com//city/pune/Lack-of-political-will-delays-BRTS/articleshow/44914101.cms
2014-01-04,"Lack of toilets ruin apni mandis",http://timesofindia.indiatimes.com//city/chandigarh/Lack-of-toilets-ruin-apni-mandis/articleshow/28385188.cms
2014-10-11,"Lack of co-ordination delays water bill distribution in Aurangabad",http://timesofindia.indiatimes.com//city/aurangabad/Lack-of-co-ordination-delays-water-bill-distribution-in-Aurangabad/articleshow/44779640.cms
2014-07-20,"Lack of sleep ups risk of diabetes: Expert",http://timesofindia.indiatimes.com//home/science/Lack-of-sleep-ups-risk-of-diabetes-Expert/articleshow/38712138.cms
2014-08-07,"Lack of funds affects research in India, Smriti Irani says",http://timesofindia.indiatimes.com//home/education/news/Lack-of-funds-affects-research-in-India-Smriti-Irani-says/articleshow/39782734.cms
2014-11-16,"Lack of doctors in rural areas results in high workload of district hospitals: Report",http://timesofindia.indiatimes.com//city/jaipur/Lack-of-doctors-in-rural-areas-results-in-high-workload-of-district-hospitals-Report/articleshow/45163674.cms
2014-05-23,"Lack of trolleys, stretchers leaves GH patients sore",http://timesofindia.indiatimes.com//city/chennai/Lack-of-trolleys-stretchers-leaves-GH-patients-sore/articleshow/35491362.cms
2014-01-13,"Lack of vision hurt Mumbai Ranji team",http://timesofindia.indiatimes.com//domestic-cricket/ranji-trophy/Lack-of-vision-hurt-Mumbai-Ranji-team/articleshow/28726063.cms
2014-01-27,"Lack of political will to protest violence against women: Javed Akhtar",http://timesofindia.indiatimes.com//entertainment/hindi/music/news/Lack-of-political-will-to-protest-violence-against-women-Javed-Akhtar/articleshow/29404716.cms
2014-07-05,"Lack of facilities at Secretariat angers Naidu",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-facilities-at-Secretariat-angers-Naidu/articleshow/37800109.cms
2014-08-31,"Lack of street lights, bumpers make Valley View accident prone",http://timesofindia.indiatimes.com//city/gurgaon/Lack-of-street-lights-bumpers-make-Valley-View-accident-prone/articleshow/41295916.cms
2014-03-28,"'Lack of vitamin D raises stroke risk'",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-vitamin-D-raises-stroke-risk/articleshow/32816930.cms
2014-03-04,"Lack of data on govt website delays health cards",http://timesofindia.indiatimes.com//city/nashik/Lack-of-data-on-govt-website-delays-health-cards/articleshow/31357654.cms
2014-04-04,"Lack of water could decide flow of votes in state this election",http://timesofindia.indiatimes.com//news/Lack-of-water-could-decide-flow-of-votes-in-state-this-election/articleshow/33208432.cms
2014-04-04,"Lack of water could decide flow of votes in state this election",http://timesofindia.indiatimes.com//city/chennai/Lack-of-water-could-decide-flow-of-votes-in-state-this-election/articleshow/33208536.cms
2014-01-03,"Lack of funds stall airstrip development",http://timesofindia.indiatimes.com//city/ranchi/Lack-of-funds-stall-airstrip-development/articleshow/28322517.cms
2014-07-30,"Lack of judges, courtrooms stifles justice delivery",http://timesofindia.indiatimes.com//india/Lack-of-judges-courtrooms-stifles-justice-delivery/articleshow/39264678.cms
2014-05-24,"Lack of sleep could cause cancer",http://timesofindia.indiatimes.com//life-style/health-fitness/health/Lack-of-sleep-could-cause-cancer/articleshow/32789001.cms
2014-06-26,"Lack of streetlights causes 2 more mishaps on Sion-Panvel highway",http://timesofindia.indiatimes.com//city/navi-mumbai/Lack-of-streetlights-causes-2-more-mishaps-on-Sion-Panvel-highway/articleshow/37221208.cms
2014-02-02,"Lack of lighting, guards at railway stations put commuters at risk",http://timesofindia.indiatimes.com//city/chennai/Lack-of-lighting-guards-at-railway-stations-put-commuters-at-risk/articleshow/29742284.cms
2014-02-02,"Lack of civic sense biggest challenge to clean city: GMC",http://timesofindia.indiatimes.com//city/guwahati/Lack-of-civic-sense-biggest-challenge-to-clean-city-GMC/articleshow/29768476.cms
2014-10-28,"Lack of rules makes elevated road accident-prone",http://timesofindia.indiatimes.com//city/jaipur/Lack-of-rules-makes-elevated-road-accident-prone/articleshow/44958241.cms
2014-10-27,"Lack of safety signages at three govt project sites raises concern",http://timesofindia.indiatimes.com//city/goa/Lack-of-safety-signages-at-three-govt-project-sites-raises-concern/articleshow/44942776.cms
2014-03-19,"Lack of sleep can cause heart disease",http://timesofindia.indiatimes.com//life-style/health-fitness/health/Lack-of-sleep-can-cause-heart-disease/articleshow/32006443.cms
2014-02-03,"Mumbai monorail: Lack of water facilities and toilets upsets commuters",http://timesofindia.indiatimes.com//city/mumbai/Mumbai-monorail-Lack-of-water-facilities-and-toilets-upsets-commuters/articleshow/29794195.cms
2015-05-28,"Women devotees to Rock Fort temple suffer from lack of basic facilities",http://timesofindia.indiatimes.com//city/trichy/Women-devotees-to-Rock-Fort-temple-suffer-from-lack-of-basic-facilities/articleshow/47451367.cms
2015-05-30,"Flipkart's Sachin Bansal snaps back at Snapdeal's Rohit Bansal for lamenting lack of engineers in India",http://timesofindia.indiatimes.com//business/india-business/Flipkarts-Sachin-Bansal-snaps-back-at-Snapdeals-Rohit-Bansal-for-lamenting-lack-of-engineers-in-India/articleshow/47478405.cms
2015-06-02,"Lack of infra turns Ranchi into waste land",http://timesofindia.indiatimes.com//city/ranchi/Lack-of-infra-turns-Ranchi-into-waste-land/articleshow/47510358.cms
2015-06-03,"9 of 10 Indians lack adequate protein, Mumbaikars score high",http://timesofindia.indiatimes.com//india/9-of-10-Indians-lack-adequate-protein-Mumbaikars-score-high/articleshow/47521432.cms
2015-06-03,"Lack of representation, but safety boost for women in Telangana",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-representation-but-safety-boost-for-women-in-Telangana/articleshow/47521684.cms
2015-06-03,"'There's lack of political will to implement ban on tobacco'",http://timesofindia.indiatimes.com//city/patna/Theres-lack-of-political-will-to-implement-ban-on-tobacco/articleshow/47521923.cms
2015-06-03,"1 of 3 kids in govt schools lack vitamins: Study",http://timesofindia.indiatimes.com//city/raipur/1-of-3-kids-in-govt-schools-lack-vitamins-Study/articleshow/47522126.cms
2015-06-03,"Lack of maintenance and safety are major concerns",http://timesofindia.indiatimes.com//city/delhi/Lack-of-maintenance-and-safety-are-major-concerns/articleshow/47522217.cms
2015-06-03,"Beneath the flowery oratory, a lack of democratic values",http://timesofindia.indiatimes.com//city/chennai/Beneath-the-flowery-oratory-a-lack-of-democratic-values/articleshow/47522678.cms
2015-06-03,"Mocktale: Engineering students drop out of college for lack of Maggi",http://timesofindia.indiatimes.com//mocktale/Mocktale-Engineering-students-drop-out-of-college-for-lack-of-Maggi/articleshow/47526278.cms
2015-06-04,"Nine out of 10 Indians lack proper protein intake",http://timesofindia.indiatimes.com//city/nagpur/Nine-out-of-10-Indians-lack-proper-protein-intake/articleshow/47534086.cms
2015-06-07,"Filmmaker rues lack of positive change through movies",http://timesofindia.indiatimes.com//city/mysuru/Filmmaker-rues-lack-of-positive-change-through-movies/articleshow/47572993.cms
2015-06-09,"Fiorentina sack Montella over lack of respect",http://timesofindia.indiatimes.com//sports/football/top-stories/Fiorentina-sack-Montella-over-lack-of-respect/articleshow/47594939.cms
2015-06-16,"Civic schools lack basic amenities",http://timesofindia.indiatimes.com//city/visakhapatnam/Civic-schools-lack-basic-amenities/articleshow/47683984.cms
2015-06-18,"Lack of counselling, stress taking a toll",http://timesofindia.indiatimes.com//city/jaipur/Lack-of-counselling-stress-taking-a-toll/articleshow/47714545.cms
2015-06-19,"Lack of agriculture colleges hampering productivity",http://timesofindia.indiatimes.com//city/hyderabad/Lack-of-agriculture-colleges-hampering-productivity/articleshow/47728939.cms
2015-06-21,"Lack of co-ordination mars mock drill of officials, again",http://timesofindia.indiatimes.com//city/nashik/Lack-of-co-ordination-mars-mock-drill-of-officials-again/articleshow/47755655.cms
2015-06-24,"MSBTE disaffiliates 16 polytechnics, branches for lack of infra",http://timesofindia.indiatimes.com//city/nagpur/MSBTE-disaffiliates-16-polytechnics-branches-for-lack-of-infra/articleshow/47791995.cms
2015-06-24,"Compensation eludes hooch victims’ kin for lack of documents, addresses",http://timesofindia.indiatimes.com//city/mumbai/Compensation-eludes-hooch-victims-kin-for-lack-of-documents-addresses/articleshow/47793699.cms
2015-06-25,"Govt hospitals, clinics in dist lack basic facilities",http://timesofindia.indiatimes.com//city/nagpur/Govt-hospitals-clinics-in-dist-lack-basic-facilities/articleshow/47806897.cms
2015-06-30,"Lack of late-night buses drive commuters to despair in Panaji",http://timesofindia.indiatimes.com//city/goa/Lack-of-late-night-buses-drive-commuters-to-despair-in-Panaji/articleshow/47871940.cms
2015-07-01,"Protests in Ajmer villages over lack of teachers in govt schools",http://timesofindia.indiatimes.com//city/jaipur/Protests-in-Ajmer-villages-over-lack-of-teachers-in-govt-schools/articleshow/47887932.cms
2015-07-01,"CPM cadres protest lack of neuosurgeon in government hospital",http://timesofindia.indiatimes.com//city/trichy/CPM-cadres-protest-lack-of-neuosurgeon-in-government-hospital/articleshow/47888147.cms
2015-07-02,"'Teachers lack grasp of board syllabus'",http://timesofindia.indiatimes.com//city/pune/Teachers-lack-grasp-of-board-syllabus/articleshow/47902861.cms
2015-07-02,"Salman appeal put off for lack of translated documents",http://timesofindia.indiatimes.com//entertainment/hindi/Salman-appeal-put-off-for-lack-of-translated-documents/articleshow/47903296.cms
2015-07-02,"Both cops and citizens lack traffic sense: SSP Vaibhav",http://timesofindia.indiatimes.com//city/patna/Both-cops-and-citizens-lack-traffic-sense-SSP-Vaibhav/articleshow/47904134.cms
2015-07-04,"Jharkhand girl kills self over lack of toilet at home",http://timesofindia.indiatimes.com//india/Jharkhand-girl-kills-self-over-lack-of-toilet-at-home/articleshow/47931897.cms
2015-07-05,"Lack of funds reason for dearth of facilities at major bus stand",http://timesofindia.indiatimes.com//city/kolhapur/Lack-of-funds-reason-for-dearth-of-facilities-at-major-bus-stand/articleshow/47942763.cms
2015-07-05,"Airtel blames lack of mobile towers for frequent call drops",http://timesofindia.indiatimes.com//business/india-business/Airtel-blames-lack-of-mobile-towers-for-frequent-call-drops/articleshow/47945110.cms
2015-07-06,"Airtel: Frequent call drops due to lack of mobile towers",http://timesofindia.indiatimes.com//tech/tech-news/Airtel-Frequent-call-drops-due-to-lack-of-mobile-towers/articleshow/47954661.cms
2015-07-09,"Govt hospitals in Delhi lack space and facilities to treat kids",http://timesofindia.indiatimes.com//city/delhi/Govt-hospitals-in-Delhi-lack-space-and-facilities-to-treat-kids/articleshow/47994964.cms
2015-07-10,"Lack of demand closes down NTPC Mouda plant",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-demand-closes-down-NTPC-Mouda-plant/articleshow/48012099.cms
2015-07-12,"Lack of rainfall hurts jasmine, pichi prices",http://timesofindia.indiatimes.com//city/madurai/Lack-of-rainfall-hurts-jasmine-pichi-prices/articleshow/48037965.cms
2015-07-12,"Over 240 civic schools lack fire safety measures",http://timesofindia.indiatimes.com//city/mumbai/Over-240-civic-schools-lack-fire-safety-measures/articleshow/48038313.cms
2015-07-12,"Over 240 civic schools lack fire safety measures",http://timesofindia.indiatimes.com//bombay-times/Over-240-civic-schools-lack-fire-safety-measures/articleshow/48038315.cms
2015-07-15,"Betting becomes a thriving biz in state due to lack of stringent laws",http://timesofindia.indiatimes.com//city/jaipur/Betting-becomes-a-thriving-biz-in-state-due-to-lack-of-stringent-laws/articleshow/48076288.cms
2015-07-17,"Hotels, school to lose access to e-way over lack of permit",http://timesofindia.indiatimes.com//city/gurgaon/Hotels-school-to-lose-access-to-e-way-over-lack-of-permit/articleshow/48105723.cms
2015-07-17,"Lack of clarity in government order hits IT projects in Kochi",http://timesofindia.indiatimes.com//city/kochi/Lack-of-clarity-in-government-order-hits-IT-projects-in-Kochi/articleshow/48106289.cms
2015-07-18,"Gurgaon hotels, school to lose access to e-way over lack of permit",http://timesofindia.indiatimes.com//city/gurgaon/Gurgaon-hotels-school-to-lose-access-to-e-way-over-lack-of-permit/articleshow/48120566.cms
2015-07-19,"Lack of roads has cut us off, say residents",http://timesofindia.indiatimes.com//city/chennai/Lack-of-roads-has-cut-us-off-say-residents/articleshow/48129155.cms
2015-07-19,"Lack of pilots postpones 3 international AI flights from Mumbai",http://timesofindia.indiatimes.com//india/Lack-of-pilots-postpones-3-international-AI-flights-from-Mumbai/articleshow/48130100.cms
2015-07-20,"Routes for pilgrimage lack eco-friendly toilets, garbage collection",http://timesofindia.indiatimes.com//india/Routes-for-pilgrimage-lack-eco-friendly-toilets-garbage-collection/articleshow/48139088.cms
2015-07-21,"Nearly half of Gujarat households lack toilets",http://timesofindia.indiatimes.com//city/ahmedabad/Nearly-half-of-Gujarat-households-lack-toilets/articleshow/48152946.cms
2015-07-22,"GFA alleges lack of transparency as Goans are left out of touring team",http://timesofindia.indiatimes.com//city/goa/GFA-alleges-lack-of-transparency-as-Goans-are-left-out-of-touring-team/articleshow/48165265.cms
2015-07-22,"Lack of awareness leads to casualties",http://timesofindia.indiatimes.com//city/chennai/Lack-of-awareness-leads-to-casualties/articleshow/48167451.cms
2015-07-22,"Lack of coordination hits mid-day meal’s milk plan",http://timesofindia.indiatimes.com//city/allahabad/Lack-of-coordination-hits-mid-day-meals-milk-plan/articleshow/48169754.cms
2015-07-22,"Lack of coordination hits mid-day meal’s milk plan ",http://timesofindia.indiatimes.com//city/varanasi/Lack-of-coordination-hits-mid-day-meals-milk-plan/articleshow/48169772.cms
2015-07-24,"Dangerous fuzziness: Parliament should urgently enact a privacy law instead of pointing to judicial lack of clarity",http://timesofindia.indiatimes.com//articleshow/48194903.cms
2015-07-24,"1000 girls in Rajsamand protest against lack of teachers, lock school gates",http://timesofindia.indiatimes.com//city/jaipur/1000-girls-in-Rajsamand-protest-against-lack-of-teachers-lock-school-gates/articleshow/48195357.cms
2015-07-24,"Lack of docs, staff hampering SSH",http://timesofindia.indiatimes.com//city/nagpur/Lack-of-docs-staff-hampering-SSH/articleshow/48194732.cms
2015-07-24,"Lack of police help hits demolition drive: Civic officials",http://timesofindia.indiatimes.com//city/delhi/Lack-of-police-help-hits-demolition-drive-Civic-officials/articleshow/48195711.cms
2015-07-24,"Vidya Balan: The lack of consultation with the students has triggered the FTII strike",http://timesofindia.indiatimes.com//tv/news/hindi/Vidya-Balan-The-lack-of-consultation-with-the-students-has-triggered-the-FTII-strike/articleshow/48198964.cms
2015-07-29,"9-hour block disrupts water supply; lack of contingency plan hits hard",http://timesofindia.indiatimes.com//city/aurangabad/9-hour-block-disrupts-water-supply-lack-of-contingency-plan-hits-hard/articleshow/48260415.cms
2015-07-30,"Chris Rogers laments Australia's lack of fight",http://timesofindia.indiatimes.com//top-stories/Chris-Rogers-laments-Australias-lack-of-fight/articleshow/48277373.cms
2015-07-31,"Lack of experience and 'desperate' Rahul causing house logjam: Lord Meghnad Desai",http://timesofindia.indiatimes.com//india/Lack-of-experience-and-desperate-Rahul-causing-house-logjam-Lord-Meghnad-Desai/articleshow/48289656.cms
2015-08-03,"Babus shun govt houses due to lack of amenities",http://timesofindia.indiatimes.com//city/hyderabad/Babus-shun-govt-houses-due-to-lack-of-amenities/articleshow/48322692.cms
2015-08-04,"College loses right to offer course for lack of affiliation",http://timesofindia.indiatimes.com//city/madurai/College-loses-right-to-offer-course-for-lack-of-affiliation/articleshow/48337217.cms
2015-08-06,"Traffic mess due to lack of funds and infra upkeep: Cops",http://timesofindia.indiatimes.com//city/gurgaon/Traffic-mess-due-to-lack-of-funds-and-infra-upkeep-Cops/articleshow/48367957.cms
2015-08-06,"Organ donations rise, lack of infrastructure plays spoilsport",http://timesofindia.indiatimes.com//india/Organ-donations-rise-lack-of-infrastructure-plays-spoilsport/articleshow/48368618.cms
2015-08-06,"Rapid transit plan on hold for lack of funds",http://timesofindia.indiatimes.com//city/bhubaneswar/Rapid-transit-plan-on-hold-for-lack-of-funds/articleshow/48372350.cms
2015-08-07,"Delhi's district courts lack facilities for disabled",http://timesofindia.indiatimes.com//city/delhi/Delhis-district-courts-lack-facilities-for-disabled/articleshow/48384412.cms
2015-08-07,"Madhur Bhandarkar: Certificate, lack of promotions behind 'Calendar Girls' delay",http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/Madhur-Bhandarkar-Certificate-lack-of-promotions-behind-Calendar-Girls-delay/articleshow/48386965.cms
2015-08-08,"NMC targets sapling care but lack of tankers, staff scuttles chances",http://timesofindia.indiatimes.com//city/nagpur/NMC-targets-sapling-care-but-lack-of-tankers-staff-scuttles-chances/articleshow/48397286.cms
2015-08-08,"PIL questions lack of women ministers in Telangana",http://timesofindia.indiatimes.com//india/PIL-questions-lack-of-women-ministers-in-Telangana/articleshow/48398832.cms
2015-08-18,"HC upset over lack of teachers in govt schools in Mahbubnagar district",http://timesofindia.indiatimes.com//city/hyderabad/HC-upset-over-lack-of-teachers-in-govt-schools-in-Mahbubnagar-district/articleshow/48520243.cms
2015-08-18,"Lack of equipment hurting traffic dept bad",http://timesofindia.indiatimes.com//city/ludhiana/Lack-of-equipment-hurting-traffic-dept-bad/articleshow/48520981.cms
2015-08-18,"UEFA ban Steaua coach Radoi over lack of licence",http://timesofindia.indiatimes.com//sports/football/top-stories/UEFA-ban-Steaua-coach-Radoi-over-lack-of-licence/articleshow/48522865.cms
